wbgt,continuous_exposure_minutes,next_travel_minutes,time_since_rest_minutes,cooling_spot_distance_m,heat_risk_score,risk_level,rest_status
23.05,64.44,40.13,132.65,1822.36,62.46,REST_RECOMMENDED,REST_RECOMMENDED
22.7,21.91,52.95,64.43,292.29,29.91,LOW,MOVABLE
27.4,29.78,35.81,65.59,411.47,53.25,REST_RECOMMENDED,REST_RECOMMENDED
27.88,60.26,23.57,92.18,614.32,74.43,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.92,49.17,16.76,85.13,1854.44,72.79,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.71,57.03,14.4,64.17,221.01,50.0,REST_RECOMMENDED,REST_RECOMMENDED
31.92,74.82,22.33,48.08,571.9,78.79,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.49,43.17,44.17,64.36,483.35,45.63,CAUTION,REST_RECOMMENDED
20.46,15.57,22.62,69.54,1384.27,23.12,LOW,MOVABLE
25.77,94.76,38.46,29.12,898.1,70.67,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.48,132.34,39.85,81.04,794.96,82.64,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.64,102.57,32.44,37.73,1504.04,97.62,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.14,23.82,12.8,129.59,119.91,30.39,CAUTION,MOVABLE
16.04,118.42,7.35,88.24,2223.4,44.07,CAUTION,REST_RECOMMENDED
22.04,110.04,8.3,57.41,1074.29,40.0,CAUTION,REST_RECOMMENDED
27.89,104.8,14.68,87.53,373.44,75.2,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.94,58.97,19.53,42.79,990.41,70.4,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.12,17.05,16.66,42.7,156.76,3.0,LOW,MOVABLE
27.4,80.52,3.66,91.14,117.15,59.0,REST_RECOMMENDED,REST_RECOMMENDED
28.1,10.62,9.31,29.26,1900.24,54.55,REST_RECOMMENDED,REST_RECOMMENDED
23.87,151.4,54.45,64.31,1405.86,64.0,REST_RECOMMENDED,REST_RECOMMENDED
22.01,147.45,29.59,112.44,2217.24,58.79,REST_RECOMMENDED,REST_RECOMMENDED
24.51,42.64,28.5,61.69,1849.4,47.03,CAUTION,REST_RECOMMENDED
20.27,61.8,36.0,38.82,748.35,32.32,CAUTION,MOVABLE
17.21,84.18,24.4,61.87,1093.49,42.88,CAUTION,REST_RECOMMENDED
21.42,47.14,37.67,130.26,271.26,35.0,CAUTION,MOVABLE
28.82,21.64,30.92,87.35,78.32,68.49,REST_RECOMMENDED,REST_RECOMMENDED
24.53,40.86,28.62,142.74,1229.41,51.29,REST_RECOMMENDED,REST_RECOMMENDED
25.49,85.63,35.23,48.36,986.96,68.4,REST_RECOMMENDED,REST_RECOMMENDED
28.23,56.29,41.53,99.38,982.14,79.45,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.42,85.3,16.57,108.92,466.74,79.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.5,107.99,14.37,56.19,777.67,51.43,REST_RECOMMENDED,REST_RECOMMENDED
26.48,130.52,10.09,3.77,2235.73,67.95,REST_RECOMMENDED,REST_RECOMMENDED
25.15,65.98,4.6,69.21,1006.18,66.15,REST_RECOMMENDED,REST_RECOMMENDED
24.26,69.37,45.76,36.07,339.71,49.44,CAUTION,REST_RECOMMENDED
25.79,123.94,33.78,159.88,520.84,86.03,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.69,44.53,10.09,54.41,1870.82,67.62,REST_RECOMMENDED,REST_RECOMMENDED
32.32,79.21,14.62,121.32,705.75,82.56,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.16,102.56,27.26,73.37,1495.69,93.7,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.09,49.9,23.94,45.85,395.61,68.86,REST_RECOMMENDED,REST_RECOMMENDED
22.75,15.5,5.58,123.61,1158.48,22.12,LOW,MOVABLE
31.15,107.62,17.74,40.92,1028.7,90.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.7,126.94,35.3,68.62,827.17,68.97,REST_RECOMMENDED,REST_RECOMMENDED
33.38,151.93,44.02,101.59,141.26,95.16,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.73,43.64,16.5,116.36,1346.97,64.9,REST_RECOMMENDED,REST_RECOMMENDED
29.11,40.82,8.86,89.18,983.63,66.51,REST_RECOMMENDED,REST_RECOMMENDED
20.7,138.85,18.44,68.56,1642.93,38.54,CAUTION,MOVABLE
30.27,98.9,36.29,130.56,1290.96,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.4,123.14,10.87,96.62,1231.37,78.68,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.08,68.24,10.04,26.85,1352.97,76.28,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.37,67.17,46.83,113.23,1661.17,49.32,CAUTION,REST_RECOMMENDED
24.35,69.06,31.95,50.8,2573.48,53.45,REST_RECOMMENDED,REST_RECOMMENDED
29.59,88.04,21.46,63.91,623.74,81.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.09,81.69,15.43,28.65,1341.01,65.64,REST_RECOMMENDED,REST_RECOMMENDED
20.94,45.84,10.31,142.83,1133.66,25.63,LOW,MOVABLE
22.8,88.37,17.22,73.41,711.88,40.47,CAUTION,REST_RECOMMENDED
27.6,113.1,9.4,149.02,343.1,74.4,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.97,105.23,6.65,33.89,2423.55,81.52,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.16,78.29,35.44,101.12,971.87,87.21,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
21.63,102.99,22.48,109.28,945.96,52.0,REST_RECOMMENDED,REST_RECOMMENDED
30.32,61.06,14.13,91.02,551.46,85.43,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.78,27.27,20.67,23.03,1985.8,30.93,CAUTION,MOVABLE
20.03,53.7,29.66,46.38,461.63,21.43,LOW,MOVABLE
30.54,85.09,26.08,77.97,1004.7,83.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.54,72.34,9.64,47.14,1072.54,34.57,CAUTION,MOVABLE
31.21,43.23,6.53,52.2,245.24,58.0,REST_RECOMMENDED,REST_RECOMMENDED
28.58,34.15,41.63,88.2,470.37,74.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.67,36.78,21.31,131.18,586.25,75.9,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.02,40.07,21.26,85.49,559.74,73.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.04,79.63,33.63,54.46,286.04,83.77,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.22,40.1,15.85,34.52,737.82,19.07,LOW,MOVABLE
28.25,45.18,22.04,107.32,2166.9,81.61,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.33,53.3,31.81,25.16,761.2,69.68,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
19.76,68.29,22.55,155.17,1327.02,38.3,CAUTION,MOVABLE
28.67,32.66,44.12,39.64,1506.95,74.96,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.66,51.66,6.91,60.12,1029.51,19.38,LOW,MOVABLE
21.97,52.17,52.47,126.27,1230.51,42.5,CAUTION,REST_RECOMMENDED
30.44,70.19,21.13,139.85,118.34,89.73,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.71,107.86,11.05,147.32,269.16,88.62,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.08,16.27,6.88,101.54,1345.42,49.04,CAUTION,REST_RECOMMENDED
16.5,44.29,29.73,76.73,968.37,24.19,LOW,MOVABLE
30.44,86.73,4.18,15.28,1027.41,71.83,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
33.64,59.46,36.47,30.14,483.11,75.02,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.12,69.59,13.77,105.76,1648.52,42.0,CAUTION,REST_RECOMMENDED
20.45,82.92,32.32,141.73,1494.66,40.01,CAUTION,REST_RECOMMENDED
27.7,37.62,33.83,3.84,147.25,52.42,REST_RECOMMENDED,REST_RECOMMENDED
30.41,96.51,19.17,63.94,156.06,87.55,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.57,27.02,28.29,81.45,682.95,35.21,CAUTION,MOVABLE
29.04,49.59,49.4,127.71,1381.42,80.89,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.07,33.02,15.13,141.6,1488.27,75.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.86,63.41,39.0,116.34,1285.66,79.47,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.98,149.45,29.14,122.54,1302.91,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.44,52.02,12.59,45.96,2094.69,66.0,REST_RECOMMENDED,REST_RECOMMENDED
20.77,45.39,33.02,26.6,385.11,20.83,LOW,MOVABLE
29.55,101.86,16.47,107.58,526.24,92.07,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.57,116.97,16.94,105.04,1480.36,75.75,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.07,108.0,11.7,90.92,492.7,37.0,CAUTION,MOVABLE
23.69,78.28,17.77,83.76,1207.77,49.0,CAUTION,REST_RECOMMENDED
17.51,63.58,24.36,134.8,543.4,35.43,CAUTION,MOVABLE
27.39,107.82,45.05,79.41,86.22,77.15,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.51,32.8,24.55,59.64,1370.59,56.45,REST_RECOMMENDED,REST_RECOMMENDED
22.82,158.2,43.07,122.11,651.1,58.06,REST_RECOMMENDED,REST_RECOMMENDED
23.32,31.67,26.15,83.1,1617.59,48.68,CAUTION,REST_RECOMMENDED
21.36,114.73,16.47,138.58,1148.46,51.6,REST_RECOMMENDED,REST_RECOMMENDED
24.65,80.95,43.67,50.18,356.49,49.1,CAUTION,REST_RECOMMENDED
24.52,42.24,26.5,40.12,685.6,46.15,CAUTION,REST_RECOMMENDED
20.09,76.0,24.5,52.07,900.22,29.9,LOW,MOVABLE
28.04,117.74,13.91,91.85,2189.07,91.62,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
19.09,79.56,23.51,24.98,1203.56,31.07,CAUTION,MOVABLE
25.81,45.0,16.46,147.31,617.77,63.05,REST_RECOMMENDED,REST_RECOMMENDED
23.32,7.41,16.75,71.91,1188.45,34.92,CAUTION,MOVABLE
34.43,102.56,18.21,124.66,937.04,91.17,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.28,68.19,23.53,23.72,869.07,60.37,REST_RECOMMENDED,REST_RECOMMENDED
15.48,10.99,21.15,82.1,1303.69,16.0,LOW,MOVABLE
26.13,71.33,49.69,101.59,121.8,73.15,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.95,30.97,19.67,145.97,1019.86,24.93,LOW,MOVABLE
27.24,19.31,23.33,52.24,231.56,42.46,CAUTION,REST_RECOMMENDED
20.76,103.25,40.08,96.44,1482.25,52.52,REST_RECOMMENDED,REST_RECOMMENDED
21.47,29.25,16.2,70.9,781.11,24.07,LOW,MOVABLE
26.12,73.01,36.46,117.49,351.68,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.63,70.32,27.81,52.07,130.3,79.85,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.65,43.8,45.67,144.41,882.58,34.26,CAUTION,MOVABLE
32.57,8.98,31.21,38.84,652.16,63.0,REST_RECOMMENDED,REST_RECOMMENDED
33.3,28.68,30.53,18.98,180.45,61.55,REST_RECOMMENDED,REST_RECOMMENDED
23.38,65.71,45.76,38.52,983.4,54.31,REST_RECOMMENDED,REST_RECOMMENDED
25.15,114.46,13.35,60.12,718.42,72.09,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.82,33.83,10.9,35.25,96.23,48.65,CAUTION,REST_RECOMMENDED
18.96,58.99,18.79,145.37,2651.34,23.0,LOW,MOVABLE
27.87,133.98,9.62,35.1,441.6,63.51,REST_RECOMMENDED,REST_RECOMMENDED
25.87,32.33,47.83,108.0,1136.55,65.0,REST_RECOMMENDED,REST_RECOMMENDED
32.1,15.18,12.85,108.8,329.0,64.24,REST_RECOMMENDED,REST_RECOMMENDED
29.55,55.21,4.19,54.19,1237.81,64.98,REST_RECOMMENDED,REST_RECOMMENDED
25.81,100.13,25.91,60.48,696.67,76.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
18.89,44.32,45.11,32.61,517.96,23.45,LOW,MOVABLE
25.61,38.01,14.48,132.3,89.22,53.4,REST_RECOMMENDED,REST_RECOMMENDED
21.62,24.9,7.21,37.76,706.59,15.74,LOW,MOVABLE
25.73,54.93,6.36,115.71,368.13,60.93,REST_RECOMMENDED,REST_RECOMMENDED
20.02,129.26,7.74,111.73,1905.31,37.0,CAUTION,MOVABLE
29.14,63.25,15.76,92.22,2228.19,84.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.26,98.74,22.8,100.71,605.29,79.81,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.85,14.15,33.81,88.53,91.44,67.35,REST_RECOMMENDED,REST_RECOMMENDED
32.34,61.47,38.27,102.39,445.23,86.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.22,87.06,31.5,97.15,171.98,61.95,REST_RECOMMENDED,REST_RECOMMENDED
19.8,62.34,19.84,172.5,2005.54,32.0,CAUTION,MOVABLE
24.16,26.13,48.91,92.4,1354.47,47.81,CAUTION,REST_RECOMMENDED
22.61,92.99,7.19,116.33,857.45,48.62,CAUTION,REST_RECOMMENDED
16.85,66.65,30.2,119.93,1284.22,45.21,CAUTION,REST_RECOMMENDED
20.62,98.46,39.44,74.16,2287.2,44.47,CAUTION,REST_RECOMMENDED
16.45,24.1,2.39,7.33,533.78,2.46,LOW,MOVABLE
20.0,77.65,44.87,64.68,1406.78,40.48,CAUTION,REST_RECOMMENDED
26.97,75.64,27.36,45.72,455.43,62.25,REST_RECOMMENDED,REST_RECOMMENDED
28.89,89.61,24.88,82.47,2596.27,87.78,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
29.08,24.65,11.09,37.53,1484.42,60.88,REST_RECOMMENDED,REST_RECOMMENDED
27.2,18.43,5.28,81.97,816.52,42.0,CAUTION,REST_RECOMMENDED
27.13,25.41,6.28,148.52,1434.47,47.0,CAUTION,REST_RECOMMENDED
30.15,80.19,16.63,51.23,843.83,76.28,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
18.42,4.89,6.1,86.49,1798.27,13.2,LOW,MOVABLE
18.16,55.21,32.25,8.08,2037.85,20.0,LOW,MOVABLE
29.93,106.74,50.0,47.25,325.87,87.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
18.19,59.37,28.34,15.35,897.96,24.09,LOW,MOVABLE
26.68,33.35,6.66,110.85,144.96,55.1,REST_RECOMMENDED,REST_RECOMMENDED
25.22,49.48,43.87,118.52,467.59,63.73,REST_RECOMMENDED,REST_RECOMMENDED
25.3,37.46,41.92,32.3,797.12,62.3,REST_RECOMMENDED,REST_RECOMMENDED
21.92,32.83,6.23,69.91,206.52,32.45,CAUTION,MOVABLE
22.43,99.77,27.53,82.18,690.6,53.74,REST_RECOMMENDED,REST_RECOMMENDED
21.45,81.04,7.72,138.37,2051.64,41.78,CAUTION,REST_RECOMMENDED
32.88,95.8,14.32,96.17,76.74,89.18,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.52,42.85,35.76,68.8,1818.52,32.79,CAUTION,MOVABLE
31.65,8.73,15.62,113.42,653.14,66.96,REST_RECOMMENDED,REST_RECOMMENDED
34.23,66.45,25.14,153.79,2416.32,88.41,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.6,91.82,22.65,81.92,1043.21,76.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.34,75.44,16.41,112.56,656.95,35.19,CAUTION,MOVABLE
21.54,25.15,26.7,104.69,369.56,28.93,LOW,MOVABLE
24.77,30.08,23.15,144.9,1646.12,49.06,CAUTION,REST_RECOMMENDED
29.79,65.84,17.75,105.09,742.11,84.11,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.88,85.41,37.97,40.5,437.36,65.6,REST_RECOMMENDED,REST_RECOMMENDED
16.64,27.4,12.2,44.16,362.62,11.31,LOW,MOVABLE
25.38,36.74,37.79,44.23,656.33,57.66,REST_RECOMMENDED,REST_RECOMMENDED
22.85,110.48,32.26,82.01,2310.97,54.4,REST_RECOMMENDED,REST_RECOMMENDED
21.72,69.3,37.12,113.88,547.08,50.68,REST_RECOMMENDED,REST_RECOMMENDED
32.05,57.29,25.92,10.74,2221.67,70.49,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.65,51.96,32.39,95.11,276.85,76.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
20.32,141.2,15.38,31.01,767.59,36.16,CAUTION,MOVABLE
28.61,140.21,28.46,134.67,794.79,98.9,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
24.39,93.68,46.55,66.23,1517.2,69.52,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
31.43,131.68,21.9,20.84,573.1,88.44,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.87,71.31,24.45,51.34,1787.76,64.0,REST_RECOMMENDED,REST_RECOMMENDED
27.33,58.12,8.91,55.1,1258.96,48.0,CAUTION,REST_RECOMMENDED
20.28,93.69,47.32,138.34,1643.87,51.24,REST_RECOMMENDED,REST_RECOMMENDED
30.52,82.21,34.15,96.38,1577.26,90.49,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.65,91.74,6.09,108.57,985.75,74.51,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
22.52,144.41,8.0,36.88,1855.96,48.13,CAUTION,REST_RECOMMENDED
26.48,36.06,10.36,85.32,75.05,52.5,REST_RECOMMENDED,REST_RECOMMENDED
16.68,157.77,44.8,110.65,164.47,47.51,CAUTION,REST_RECOMMENDED
26.55,63.04,15.79,87.56,2098.56,64.0,REST_RECOMMENDED,REST_RECOMMENDED
30.07,24.03,8.81,106.64,1581.25,66.47,REST_RECOMMENDED,REST_RECOMMENDED
26.14,26.02,48.04,101.27,495.61,54.48,REST_RECOMMENDED,REST_RECOMMENDED
26.7,42.86,12.89,49.76,1553.54,56.74,REST_RECOMMENDED,REST_RECOMMENDED
26.71,46.16,43.37,82.49,870.42,66.39,REST_RECOMMENDED,REST_RECOMMENDED
29.89,45.7,7.93,160.48,1834.85,75.68,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.58,84.1,31.38,67.51,1200.81,90.19,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.95,68.74,36.69,127.62,1534.81,80.61,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.44,84.86,50.21,39.76,2241.17,69.57,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
22.3,96.13,14.09,98.76,2034.54,55.52,REST_RECOMMENDED,REST_RECOMMENDED
31.85,118.59,16.11,56.11,541.26,84.46,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.23,68.83,36.83,116.88,1185.29,66.0,REST_RECOMMENDED,REST_RECOMMENDED
21.99,119.84,14.89,63.33,1094.39,47.0,CAUTION,REST_RECOMMENDED
23.28,56.86,33.47,133.77,500.66,51.88,REST_RECOMMENDED,REST_RECOMMENDED
22.41,82.46,26.92,148.28,1947.52,49.2,CAUTION,REST_RECOMMENDED
24.99,129.62,26.18,120.96,135.92,63.22,REST_RECOMMENDED,REST_RECOMMENDED
19.81,69.45,20.25,39.87,98.51,28.33,LOW,MOVABLE
24.06,61.25,28.06,144.52,931.33,54.45,REST_RECOMMENDED,REST_RECOMMENDED
31.37,107.21,20.47,69.68,721.0,89.98,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.68,87.99,46.1,133.89,1286.43,79.9,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
24.25,90.34,23.59,133.41,952.55,69.43,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
17.8,98.26,17.89,66.07,697.06,35.41,CAUTION,MOVABLE
26.99,81.85,34.59,51.52,983.52,65.0,REST_RECOMMENDED,REST_RECOMMENDED
15.98,64.32,20.08,80.81,1131.43,43.67,CAUTION,REST_RECOMMENDED
29.06,15.42,20.11,57.74,1877.29,65.91,REST_RECOMMENDED,REST_RECOMMENDED
18.34,39.96,15.11,86.28,923.14,19.9,LOW,MOVABLE
17.76,53.15,18.26,15.63,670.85,12.0,LOW,MOVABLE
28.62,64.41,41.43,106.56,735.02,92.21,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
25.0,106.3,14.71,71.08,451.35,70.66,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.46,156.17,19.15,54.39,215.45,80.95,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
29.25,108.1,2.12,71.46,716.34,93.7,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
17.85,91.73,18.17,23.45,1517.29,34.04,CAUTION,MOVABLE
25.66,77.17,25.3,47.58,1936.51,64.0,REST_RECOMMENDED,REST_RECOMMENDED
21.27,88.44,26.96,103.49,369.47,46.19,CAUTION,REST_RECOMMENDED
25.13,21.86,21.72,56.21,1452.29,53.49,REST_RECOMMENDED,REST_RECOMMENDED
23.75,107.86,53.92,74.74,232.11,60.79,REST_RECOMMENDED,REST_RECOMMENDED
25.38,115.67,30.8,73.12,1732.82,86.64,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
33.9,29.72,17.83,58.92,1809.48,58.0,REST_RECOMMENDED,REST_RECOMMENDED
25.95,97.68,28.82,52.54,2384.68,82.52,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
17.16,33.55,12.75,55.88,473.79,18.41,LOW,MOVABLE
18.82,54.11,43.76,105.09,2344.29,38.38,CAUTION,MOVABLE
20.35,97.28,8.88,69.85,1046.88,37.77,CAUTION,MOVABLE
25.31,67.87,26.05,33.31,129.17,59.98,REST_RECOMMENDED,REST_RECOMMENDED
20.58,63.41,11.8,56.06,410.24,22.0,LOW,MOVABLE
24.1,78.24,9.51,96.61,512.8,47.01,CAUTION,REST_RECOMMENDED
29.57,122.62,18.67,127.71,508.99,88.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
22.45,58.71,24.48,133.28,564.88,38.43,CAUTION,MOVABLE
26.12,67.35,10.59,89.16,103.88,62.16,REST_RECOMMENDED,REST_RECOMMENDED
19.68,149.21,32.26,95.8,1578.14,55.7,REST_RECOMMENDED,REST_RECOMMENDED
19.65,81.17,41.56,140.89,1518.52,42.89,CAUTION,REST_RECOMMENDED
18.97,60.96,39.59,96.73,787.92,42.42,CAUTION,REST_RECOMMENDED
30.7,14.68,14.39,76.13,1488.14,62.46,REST_RECOMMENDED,REST_RECOMMENDED
25.76,136.68,27.87,35.35,2612.71,79.07,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
30.69,138.76,22.74,118.11,478.13,93.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.59,74.73,57.63,173.2,889.46,88.69,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
27.62,75.54,53.57,97.09,394.63,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
32.11,135.16,25.81,128.73,2128.7,95.65,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.85,33.32,22.67,19.55,348.47,34.0,CAUTION,MOVABLE
24.68,45.79,9.66,122.87,1288.05,40.0,CAUTION,REST_RECOMMENDED
23.26,79.32,40.03,82.16,975.2,58.71,REST_RECOMMENDED,REST_RECOMMENDED
25.09,98.1,19.51,66.46,1095.03,74.86,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.37,177.2,36.64,84.1,345.77,54.65,REST_RECOMMENDED,REST_RECOMMENDED
24.08,17.58,19.3,87.28,1450.58,33.53,CAUTION,MOVABLE
30.78,43.03,31.83,60.02,935.67,80.66,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
31.86,110.98,16.96,101.5,2044.72,90.39,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
20.29,97.58,21.16,158.73,996.92,44.25,CAUTION,REST_RECOMMENDED
19.04,45.02,28.22,118.05,1851.98,28.0,LOW,MOVABLE
32.97,53.02,47.45,80.53,1232.54,78.3,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
26.05,82.46,36.07,82.2,1502.75,72.91,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
19.13,45.42,32.4,105.51,733.75,30.81,CAUTION,MOVABLE
26.92,90.2,40.9,103.21,1660.24,86.78,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.16,85.02,10.89,59.34,217.35,41.07,CAUTION,REST_RECOMMENDED
20.18,109.7,12.01,100.7,1315.37,44.15,CAUTION,REST_RECOMMENDED
25.75,86.34,28.39,132.98,1864.15,74.33,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.9,83.05,35.73,61.04,1747.95,71.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
25.67,149.57,37.71,139.63,1064.64,87.21,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.48,34.65,38.47,100.74,1362.06,69.39,REST_RECOMMENDED,REST_BEFORE_NEXT_VISIT
30.16,44.72,27.81,5.06,9.93,66.57,REST_RECOMMENDED,REST_RECOMMENDED
29.59,139.36,13.43,101.13,2178.08,92.23,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
26.72,74.34,15.15,76.28,643.18,67.81,REST_RECOMMENDED,REST_RECOMMENDED
25.55,14.56,21.44,63.12,895.24,54.91,REST_RECOMMENDED,REST_RECOMMENDED
26.09,54.61,9.4,121.43,1116.56,55.0,REST_RECOMMENDED,REST_RECOMMENDED
26.72,95.62,5.27,70.12,903.6,73.28,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
23.2,108.2,20.74,141.17,1900.87,65.35,REST_RECOMMENDED,REST_RECOMMENDED
28.74,87.36,11.62,55.47,2441.46,75.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
28.24,108.98,29.62,134.43,1507.69,100.0,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.78,19.92,11.8,140.48,530.28,33.0,CAUTION,MOVABLE
28.94,90.03,29.23,136.8,620.75,93.99,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
23.36,42.35,35.04,70.75,531.0,48.15,CAUTION,REST_RECOMMENDED
19.98,78.82,35.62,56.29,1565.18,32.0,CAUTION,MOVABLE
31.89,14.75,23.98,21.7,1622.26,65.11,REST_RECOMMENDED,REST_RECOMMENDED
23.74,51.81,30.12,122.96,400.87,50.29,REST_RECOMMENDED,REST_RECOMMENDED
29.74,66.68,33.94,86.21,2017.09,92.56,IMMEDIATE_REST,REST_BEFORE_NEXT_VISIT
30.17,12.3,47.12,67.78,404.03,66.14,REST_RECOMMENDED,REST_RECOMMENDED
22.28,24.84,40.99,102.77,107.52,30.08,CAUTION,MOVABLE
24.07,91.5,23.01,45.8,1549.61,57.23,REST_RECOMMENDED,REST_RECOMMENDED
28.96,84.65,29.08,35.58,1159.73,79.66,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
27.34,94.75,49.92,25.59,1759.42,72.0,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
21.56,98.39,8.46,120.67,553.15,51.1,REST_RECOMMENDED,REST_RECOMMENDED
25.36,93.8,33.19,71.23,653.33,79.45,REST_REQUIRED,REST_BEFORE_NEXT_VISIT
